கா,80,"கா,காப்பற்ற,காக்கவும்,காப்பதே,காக்கவேண்டும்,காப்போம்,காப்பர்,காக்கும்,காக்கவேண்டிய,காப்பதில்லை,காத்துக்,காத்திடவும்,காக்கக்கூடியது,காக்கப்படும்,காப்பதற்காகத்,காப்பதும்தான்,காத்தலே,காப்பதற்கு,காத்தார்,காக்கலாம்,காத்தல்,காக்கிறது,காக்கின்றது"
எண்ணிக்கை,80,"எண்ணிக்கை,எண்ணிக்கையும்,எண்ணிக்கையையும்,எண்ணிக்கையில்,எண்ணிக்கையில்தான்,எண்ணிக்கையிலான,எண்ணிக்கைகளில்,எண்ணிக்கைக்கு,எண்ணிக்கையானது,எண்ணிக்கையைப்"
பத்து,80,"பத்து,பத்தரை,பத்தாம்,பத்தாவது,பத்துக்கு,பத்திற்கும்,பத்தில்,பத்தாண்டுகளில்"
நடத்து,80,"நடத்துதல்,நடத்தி,நடத்தப்பட்ட,நடத்தவிருக்கிறது,நடத்தினார்கள்,நடத்தப்படும்,நடத்தும்,நடத்தப்பட்டு,நடத்தத்,நடத்தப்பட்டது,நடத்துவதற்கு,நடத்துவது,நடத்துவோம்,நடத்தியும்,நடத்தித்,நடத்தியவர்,நடத்தப்படுகிறது,நடத்தியது,நடத்துபவர்கள்,நடத்தினர்,நடத்தியதில்,நடத்தப்பட்டதில்,நடத்துகிறது"
நல்லது,79,"நல்லது,நல்லதொரு,நல்லதே"
முயற்சி,79,"முயற்சி,முயற்சிக்கு,முயற்சியே,முயற்சிக்கேற்ற,முயற்சியைத்,முயற்சியாக,முயற்சிகள்,முயற்சியால்,முயற்சியினால்,முயற்சிகளையும்,முயற்சியும்,முயற்சிகளினால்,முயற்சியில்,முயற்சிகளில்,முயற்சியினை,முயற்சியானது,முயற்சிகளைத்"
கலவை,79,"கலவை,கலவையே,இக்கலவையானது,கலவையில்,கலவையை,கலவையின்,இக்கலவையை,கலவையைப்,கலவையினுள்,கலவைக்கு,கலவைகளை,இக்கலவையைக்,கலவையினை,கலவைகள்,கலவைகளுக்கு,இக்கலவையில்,கலவைதான்,கலவைகளில்,கலவையைத்,கலவையோடு"
கூறி,79,"கூறியது,கூறியுள்ளனர்,கூறியுள்ளதாவது,கூறியுள்ளது,கூறியுள்ளதன்,கூறியுள்ளார்,கூறியும்,கூறியுள்ளதாக"
தோல்,79,"தோல்,தோலின்,தோலில்தான்,தோலை,தோலுக்கும்,தோலுடன்,தோலிற்கும்,தோலோடு,தோல்களுக்கு,தோல்களின்,தோல்கள்,தோல்களை,தோலினால்"
தீவனம்,78,"தீவனப்,தீவனமாக,தீவனங்கள்,தீவனக்,தீவனங்களுடன்,தீவனங்களுக்காக,தீவனமும்,தீவனத்துக்காகப்,தீவனமாகக்,தீவனம்,தீவனமாகவும்,தீவனங்களை,தீவனங்களைக்,தீவனமில்லாத,தீவனச்,தீவனத்தில்,தீவனத்தை,இத்தீவனம்,தீவனத்தையும்,தீவனங்களில்,தீவனத்துக்கு,தீவனத்தோடு,தீவனத்துடன்,தீவனங்களின்,தீவனத்தையே,தீவனமாகப்,தீவனத்திற்கே,தீவனத்திற்காக,தீவனம்தான்,தீவனத்தைப்,தீவனமாகும்,தீவனங்களோடு,தீவனமான,தீவனத்திலுள்ள,தீவனத்திற்கு,தீவனத்துக்கான,தீவனத்துக்கும்,தீவனத்தைப்போல,தீவனத்தின்,தீவனத்திற்குக்,தீவனத்திற்காகவும்"
இடு,78,"இடுவதை,இடப்பட்ட,இடும்,இடுகின்றன,இடாமல்,இடுவது,இடுவதோ,இடவேண்டும்,இடுகிறது,இடுவதால்,இடுவோம்,இடாதது,இட்டபின்,இடுவதற்கு,இடப்பட்டு,இடுவர்,இடுவதில்லை,இடவோ,இடுதல்,இடப்படும்,இடலாம்,இட்டதும்,இடப்பட்டுப்,இடவும்,இட்டிருப்பதால்,இடக்கூடாது,இடுமாம்,இடக்கூடியவை,இடுவதே,இடும்போது,இடல்,இடாதபட்சத்தில்"
உண்மை,78,"உண்மையான,உண்மையாகவே,உண்மைத்,உண்மையை,உண்மையில்,உண்மைதான்,உண்மைப்,இவ்வுண்மை,உண்மைக்கு,உண்மையைச்,உண்மையே"
மீள்,78,"மீண்டும்,மீள,மீளும்,மீளவும்"
ஏல்,78,"ஏற்றவாறு,ஏற்றார்,ஏற்ப,ஏற்கும்,ஏற்கப்படவில்லை,ஏற்றவையாகும்,ஏற்கப்படுகிறது,ஏற்றபடி,ஏற்கிறார்கள்,ஏற்றாற்போல்,ஏற்றவாறும்,ஏற்றார்போல்"
இப்போது,78,"இப்போதுள்ள,இப்போதுதான்,இப்போதும்,இப்போதாவது,இப்போதைக்கு,இப்போதைய,இப்போதெல்லாம்,இப்போதே,இப்போதும்கூட"
எண்ணெய்,77,"எண்ணெய்,எண்ணெய்களுக்கு,எண்ணெய்களில்,எண்ணெய்களிலும்,எண்ணெய்ச்,எண்ணெய்ப்,எண்ணெய்களும்,எண்ணெய்க்கு,எண்ணெய்த்,எண்ணெய்க்கும்,எண்ணெய்யின்,எண்ணெய்யில்,எண்ணெய்தான்,எண்ணெய்களை,எண்ணெய்யைப்,எண்ணெய்க்குப்,எண்ணெய்யையும்,எண்ணெய்கள்,எண்ணெய்க்காக"
எதிர்,77,"எதிர்ப்புத்,எதிர்த்து,எதிர்ப்புடைய,எதிர்ப்புச்,எதிர்ப்புகளையும்,எதிர்த்துப்,எதிர்க்கும்,எதிர்க்கவும்,எதிர்ப்புக்கு"
வேர்,77,"வேர்கள்,வேர்களைக்,வேரைத்,வேரின்,வேருடன்,வேர்களிலே,வேர்களும்,வேர்களில்,வேரில்,வேர்களுக்கும்,வேரையும்,வேருக்கு,வேர்களால்,வேரிலிருந்து,வேர்கள்தான்,வேர்தான்,வேரா,வேர்களிலிருந்து,வேர்களிலும்,வேர்களுள்,வேரைக்,வேர்களின்,வேர்களைப்,வேரைச்,வேருக்குப்,வேராக,வேருடனே,வேரினை,வேரும்"
பூ,77,"பூக்கள்,பூக்களை,பூக்களையும்,பூக்களும்,பூவும்,பூவின்,பூக்களைச்,பூவுக்கு,பூவுக்காக,பூவாய்,பூவிற்கு,பூக்களைப்,பூக்களில்,பூவுடன்,பூக்களின்,பூக்களுடன்,பூக்களினை,பூக்களைக்,பூக்களைத்,பூவானது,பூக்களா"
பெய்,77,"பெய்யும்,பெய்த,பெய்தாலும்,பெய்யும்போது,பெய்தால்,பெய்தது,பெய்யத்,பெய்யலாம்,பெய்துள்ளது,பெய்யாமல்,பெய்யவேண்டிய,பெய்ததால்,பெய்யவில்லை,பெய்யாததால்,பெய்வது,பெய்யக்,பெய்யக்கூடிய,பெய்கின்ற,பெய்யாதா,பெய்கிற,பெய்வதைவிட,பெய்வதால்,பெய்கிறதில்லை,பெய்கின்றது,பெய்திருக்கலாம்,பெய்ததென்று,பெய்திருப்பதாகக்,பெய்திருந்தபோதிலும்,பெய்கிறதென்றும்,பெய்யாமலிருந்தால்,பெய்யக்கூடாது,பெய்தாலோ,பெய்யாமலிருப்பதையே,பெய்தபிறகு,பெய்தால்கூட,பெய்துவிட்டால்,பெய்யவும்,பெய்கிறது,பெய்ததும்,பெய்யாது,பெய்ததேயாகும்"
சேகரி,77,"சேகரித்து,சேகரித்தல்,சேகரிக்க,சேகரிக்கப்பட்ட,சேகரித்தார்,சேகரியுங்கள்,சேகரிக்கவும்,சேகரிக்கப்படு,சேகரிப்பு,சேகரித்தபின்னர்,சேகரிக்கப்பட்டு,சேகரித்தும்,சேகரித்துக்கொள்வது,சேகரிப்பதற்குப்,சேகரிப்புத்,சேகரிப்புக்கு,சேகரித்துக்கொள்ள,சேகரிக்கலாம்,சேகரித்துக்கொள்ளலாம்,சேகரிப்பதால்,சேகரிக்கப்படவேண்டும்,சேகரிப்பது,சேகரிப்பை,சேகரிப்பில்,சேகரிக்கப்பட்டுள்ளதாக,சேகரித்துப்,சேகரிக்கிறது,சேகரித்துள்ளனர்,சேகரித்தனர்,சேகரிப்பதும்,சேகரிக்கத்"
அனுப்பு,76,"அனுப்பலாம்,அனுப்பும்,அனுப்பவும்,அனுப்புங்களேன்,அனுப்புங்கள்,அனுப்பி,அனுப்பப்பட்டனர்,அனுப்பப்படும்,அனுப்பப்பட்டுள்ளது,அனுப்பினால்,அனுப்பப்படுகிறது,அனுப்புகின்றன,அனுப்பியுள்ள,அனுப்பப்பட்டதாக,அனுப்பிவிட்டதால்,அனுப்புதல்,அனுப்பவேண்டிய,அனுப்பாமல்,அனுப்புவதால்,அனுப்புவதற்கு,அனுப்புகிறது,அனுப்பப்படுகின்றன,அனுப்புகின்றனர்"
சர்க்கரை,76,"சர்க்கரையை,சர்க்கரைத்,சர்க்கரையின்,சர்க்கரையுடன்,சர்க்கரைச்,சர்க்கரையையும்,சர்க்கரைப்,சர்க்கரையாக,சர்க்கரையாகவே,சர்க்கரையும்,சர்க்கரையைக்,சர்க்கரைக்கு,சர்க்கரைகளாக,சர்க்கரையோ"
ஏற்றம்,76,"ஏற்ற,ஏற்றத்"
வேர்,76,"வேர்ப்,வேர்க்"
தென்னை,76,"தென்னை,தென்னையில்,தென்னையின்,தென்னைக்குத்தான்,தென்னையும்,தென்னையைப்,தென்னைச்,தென்னைகள்,தென்னைக்குக்,தென்னையைச்,தென்னைகளில்,தென்னைகளுக்கு"
தயாரிப்பு,76,"தயாரிப்பாக,தயாரிப்பு,தயாரிப்பது,தயாரிப்புக்கானது,தயாரிப்பிற்கும்,தயாரிப்புகள்,தயாரிப்புகளான,தயாரிப்புகளுடன்,தயாரிப்பில்,தயாரிப்பிலும்,தயாரிப்போர்,தயாரிப்பின்,தயாரிப்புக்குச்,தயாரிப்புக்குப்,தயாரிப்பை,தயாரிப்புகளையும்,தயாரிப்புப்"
செலுத்து,75,"செலுத்த,செலுத்திய,செலுத்துகின்றன,செலுத்துகிறது,செலுத்தினால்,செலுத்தப்படும்,செலுத்துபவர்களுக்கு,செலுத்தப்பட்டது,செலுத்தும்,செலுத்திவிடும்,செலுத்திவிடுகிறோம்,செலுத்தும்போது,செலுத்துவோம்,செலுத்துவதற்கு,செலுத்துகின்றது,செலுத்தித்,செலுத்துவதற்கும்,செலுத்துவது,செலுத்துதல்,செலுத்தாமல்,செலுத்தக்கூடிய,செலுத்தியுள்ளார்,செலுத்தப்பட்டன,செலுத்துவதால்,செலுத்தலாம்"
அமை,75,"அமைந்துள்ளன,அமைகிறது,அமைந்ததாக,அமையும்,அமைந்துள்ளது,அமைந்தது,அமைந்தவை,அமைந்திருக்கும்,அமைவதற்கு,அமைந்தால்,அமைகின்றன,அமைந்திருப்பது,அமைந்துவிடும்,அமைந்திருந்தது,அமைந்துள்ளதாக,அமைந்திருந்ததை,அமைவதில்லை,அமைந்துள்ளதால்,அமையக்கூடிய,அமையாமல்"
கை,75,"கையால்,கைக்,கைகளை,கைகளைக்,கையில்தான்,கைப்,கைகளிலோ,கைகளுக்கு,கையினால்,கையிலிருந்து,கைகள்,கைகளால்,கையிலிருந்தன,கையும்,கையிலிருக்கும்,கைகளுக்குக்,கைகளும்,கைகளினால்,கைகளில்,கைக்கு,கையினை,கையே,கைமூலம்"
உள்ளிடு,75,"உள்ளிட்ட,உள்ளிட்டவை,உள்ளிட்டப்,உள்ளிட்டவற்றை,உள்ளிட்டவையாகும்,உள்ளிட்டவற்றில்,உள்ளிட்டிருக்கிறது"
கூடுதல்,75,"கூடுதலாக,கூடுதல்,கூடுதலுக்கான,கூடுதலாகவும்,கூடுதலான,கூடுதலாயுள்ளதால்,கூடுதலாகியுள்ளது,கூடுதலாகக்,கூடுதலானாலும்,கூடுதலாகும்,கூடுதலாகவோ,கூடுதலாகச்"
நிழல்,75,"நிழலில்,நிழல்களில்,நிழலைக்,நிழலான,நிழலிலும்,நிழலும்,நிழலோ,நிழலாகவும்,நிழலிலேயே,நிழலுக்காக,நிழலுக்கு"
நாற்று,74,"நாற்று,நாற்றுகளின்,நாற்றை,நாற்றின்,நாற்றுகளைப்,நாற்றுகள்,நாற்றுகளே,நாற்றுக்களை,நாற்றில்,நாற்றாகத்,நாற்றுப்,நாற்றுக்களின்,நாற்றுக்கள்,நாற்றுடன்,நாற்றினை,நாற்றைப்,நாற்றிலும்,நாற்றுச்,நாற்றுகளாக,நாற்றுகளில்,நாற்றுகளைத்,நாற்றுகளுக்கு,நாற்றிற்கு,நாற்றுக்களையும்"
கொஞ்சம்,74,"கொஞ்சம்,கொஞ்சமாக,கொஞ்சங்கூட,கொஞ்சமாய்,கொஞ்சமாகத்தான்,கொஞ்சமாகப்,கொஞ்சமாய்ப்,கொஞ்சமாகக்,கொஞ்சத்தையாவது"
பலன்,74,"பலனைக்,பலன்,பலனின்றி,பலன்கள்,பலனில்லை,பலன்களை,பலனும்,பலன்களில்,பலனில்லாத,முழுப்பலன்,பலனைத்,பலனானது,பலனையும்,பலனைப்,பலனைச்,பலனாக,பலன்களையே,பலனைத்தான்"
விதம்,74,"விதமான,விதத்தில்,விதமாக,விதம்,விதத்தினால்,விதங்களை,விதத்திலும்,விதத்தையும்,விதமானது,விதமாகப்,விதங்களைப்,விதத்திலேயே,விதமாகவும்,விதங்களைச்"
பொறு,74,"பொறுத்தவரை,பொறுத்து,பொறுத்தவரையில்,பொறுத்தே,பொறுத்தவரைக்கும்,பொறுத்திருக்க,பொறுத்துத்,பொறுத்துக்,பொறுத்துப்,பொறுத்தும்"
விரைவு,74,"விரைவாக,விரைவில்,விரைவாகவும்,விரைவாகக்,விரைவாயும்,விரைவாயிருக்கும்போது,விரைவான,விரைவாகப்,விரைவு"
உருவாகு,73,"உருவாகி,உருவாகும்,உருவாகுவதற்கு,உருவாகக்,உருவாகியுள்ளது,உருவாகியுள்ளார்,உருவாகவும்,உருவாகுதல்,உருவாகிவிட்டது,உருவாகியிருக்கும்,உருவாகிவிட்டன,உருவாகாது,உருவாகியிருக்கிறது,உருவாகியுள்ளதாக,உருவாகுவதாக,உருவாகின,உருவாகுவதை,உருவாகாமல்,உருவாகாமலும்"
தேதி,73,"தேதியிலிருந்து,தேதிகளை,தேதிகளில்,தேதியான,எந்தத்தேதியில்,தேதிக்குள்,தேதியை,தேதியன்று,தேதிதான்,தேதிமுதல்,தேதிவரை,தேதியின்,தேதியையும்"
வருமானம்,73,"வருமானம்,வருமானத்தை,வருமானத்தின்,வருமானத்தையும்,வருமானத்தில்,வருமானமாகவும்,வருமானத்தைவிட,வருமானமாகக்,வருமானத்தைப்,வருமானமாக்,வருமானத்திற்கு,வருமானமும்,வருமானத்திற்குப்,வருமானத்துக்கு,வருமானத்தால்"
தன்,73,"தன்,தன்னால்,தன்னகத்தே,தனக்கு,தன்னிடம்,தன்னுடைய,தன்னுள்ளே,தனக்குரிய,தன்னைத்தானே,தனக்குத்,தனக்கும்,தனக்கான,தனக்குத்தானே,தனக்குள்,தனக்காக,தனக்கேற்ற"
சுத்தம்,73,"சுத்தம்,சுத்தமான,சுத்தமாக,சுத்தமாகக்,சுத்தமாகும்,சுத்தமாகப்,சுத்தமாக்கவும்,சுத்தமாகி,சுத்தமாகத்,சுத்தமில்லாத,சுத்தமானதாக,சுத்தமானத்"
கொடுக்கு,73,"கொடுக்கும்,கொடுக்காப்"
கட்டி,73,"கட்டி,கட்டிப்,கட்டியுள்ளனர்,கட்டிகள்,கட்டிகளின்,கட்டியிருக்,கட்டிகளின்றி,கட்டித்,கட்டியும்,கட்டியாக,கட்டிகளை,கட்டிக்கு,கட்டிகளையே,கட்டிகளாக"
கீரை,73,"கீரை,கீரையாகும்,கீரையை,இக்கீரையை,கீரையாகக்,இந்தக்கீரையை,கீரையில்,கீரைக்காக,கீரையின்,கீரையைக்,கீரைகளுக்கும்,கீரையையும்,கீரையைப்,கீரைகளை,கீரைச்,இக்கீரையைச்,கீரையிலிருந்த,கீரைகளில்,கீரைகள்,கீரைகளைத்,கீரைகளும்,கீரைக்கு,கீரையுடன்,கீரையோடு,கீரைகளைப்,கீரைகளைச்,கீரைத்,கீரைகளுடன்,கீரையைத்,கீரையினை,கீரைக்காகவும்,கீரைகளிலும்,கீரைதான்,கீரையே,கீரைகளின்,இக்கீரைக்கு,கீரையைத்தான்"
வில்,73,"விற்கவும்,விற்கலாம்,விற்ற,விற்கப்படுகிறது,விற்கின்றனர்,விற்பதும்,விற்பதை,விற்கிறது,விற்கப்பட்டது,விற்றுவிட்டு,விற்கட்டுமே,விற்கவேண்டிய,விற்கப்படும்,விற்கமுடியாது,விற்பேன்,விற்கக்கூடிய,விற்கப்படுகின்றனவோ,விற்கமுடியும்,விற்கும்,விற்பதிலும்,விற்கும்பொழுது,விற்கிறார்கள்,விற்கிறோம்,விற்கிறேன்,விற்காமல்,விற்பவர்கள்,விற்பதற்காக,விற்பதற்கு,விற்பதன்,விற்றுக்கொண்டு,விற்றனர்,விற்பவர்களும்,விற்பாரும்,விற்கப்பட்டு,விற்றபொழுது,விற்கும்படி,விற்பதைக்,விற்கப்பட்டால்,விற்பதில்,விறு"
கேள்,72,"கேட்கும்,கேட்கலாம்,கேட்டபோது,கேட்டு,கேட்டதைக்,கேட்டுப்,கேட்டதன்,கேட்கின்றனர்,கேட்டுக்,கேட்காமல்,கேட்கப்படுகிறது,கேட்டிருப்பீர்கள்,கேட்டதற்கு,கேட்டார்,கேட்குமளவுக்கு,கேட்டேன்,கேள்,கேட்டோம்,கேட்பவர்களை,கேட்கவே,கேட்கப்பட்டன,கேட்கப்பட்டிருக்கும்,கேட்காமலேயே,கேட்போமா,கேளுங்கள்,கேட்கிறான்,கேட்டீர்கள்,கேட்டவர்,கேட்கிறார்,கேட்டிருப்போம்,கேட்டதாக,கேட்பாரற்று"
என்,72,என்
கிருஷ்ணகிரி,72,"கிருஷ்ணகிரி,கிருஷ்ணகிரியை,கிருஷ்ணகிரிக்கு"
பின்னர்,72,"பின்னர்,பின்னரும்,பின்னர்தான்,பின்னரே,பின்னர்த்"
மீட்டர்,72,"மீட்டர்,மீட்டருக்கு,மீட்டரில்,மீட்டர்களாகப்,மீட்டருக்கும்,மீட்டராக,மீட்டராகவும்,மீட்டர்கள்"
பணம்,72,"பணத்தைப்,பணப்,பணம்,பணமும்,பணத்தினை,பணத்துடன்,பணச்,பணத்தைச்,பணத்திற்கு,பணமாக,பணத்தையும்,பணத்தில்,பணமில்லாமல்"
விபரம்,72,"விபரங்களையும்,விபரங்கள்,விபரம்,விபரங்களுக்கு,விபரங்களோடு,விபரங்களைக்,விபரங்களுடன்"
மாடு,72,"மாடுகள்,மாடுகளின்,மாடுகளைப்,மாட்டில்,மாடுகளுக்கு,மாட்டினுடைய,மாட்டினை,மாட்டிற்கு,பலமாடுகள்,மாடுகளுடன்,மாடும்,மாடுகளுக்கும்,மாடுகளில்,மாடுகளுக்குத்,மாட்டை,மாட்டுக்கு,மாடுகளைக்,மாடுகளாகக்,மாடுகளைத்தான்,மாடுகளது,மாட்டைச்,மாடுகளுக்குப்,மாட்டுக்குத்,மாடுகளுக்கான,மாட்டுக்கான,மாட்டைக்,மாடுகளையும்,மாடுகளும்,மாடுகளிடமிருந்து,மாடாகவும்,மாடுகளையே,மாட்டிற்கான,மாடுகள்தான்,மாடுகளுக்குக்,மாட்டுக்கும்,மாடுகளைச்,மாட்டிலிருந்து,மாடுகளிருந்து,மாடுகளைவிட"
காய்,72,"காய்களின்,காய்களை,காய்கள்,காய்க்கு,காய்க்குப்,காயை,காய்களைப்,இக்காய்களைப்,காயைத்தான்,காயைக்,காய்களில்,காய்களைத்தான்,காய்களும்,காய்கள்தான்,காய்களாக,காயில்,காய்களிலிருந்து,காய்களுக்குமே,காயையும்,காயாக,காய்களையும்,காய்க்குள்,காயிலுள்ள,இக்காயை,காய்களைச்,காய்களிலும்,காய்களான,காய்களைக்,காய்தான்"
இவர்,72,"இவர்கள்,இவர்களுக்கு,இவருக்கு,இவரின்,இவர்களில்,இவரது,இவர்களே,இவர்களின்,இவர்களுக்கெல்லாம்,இவர்களிடம்,இவர்களன்றி,இவரிடம்,இவரை,இவர்களால்,இவரால்,இவர்களெல்லாம்,இவருடைய,இவரைக்,இவர்களை,இவரிடமிருந்து,இவர்களது"
அமிலம்,71,"அமிலம்,அமிலங்களை,அமிலத்தை,அமிலங்கள்,அமிலமாக,அமிலத்தைச்,அமிலங்களைப்,அமிலங்களும்,அமிலக்,அமிலத்துடன்,அமிலத்தின்,அமிலங்களால்,அமிலத்தைக்,அமிலத்தைப்,அமிலங்களான"
அரிசி,71,"அரிசி,அரிசிகளுக்கான,அரிசியில்,அரிசியை,அரிசியானது,அரிசிக்காகத்,அரிசியைக்,அரிசியாக்குகிறேன்,அரிசியே,அரிசியின்,அரிசியாக்குவதில்,அரிசியாக்குகின்றனர்,அரிசிக்கு,அரிசியிலுள்ள,அரிசிச்,அரிசியுடன்,அரிசியினையே,அரிசியைப்"
சூழல்,71,"சூழல்,சூழலில்,சூழலுக்கு,சூழலை,சூழல்களுக்கிடையே,சூழல்தான்,சூழலைக்,சூழலையும்,சூழலினை,சூழலால்,சூழலுக்குப்,சூழலும்,சூழல்களில்,சூழலினால்,சூழலிற்கு,சூழலுக்குத்,சூழலைப்"
பயிற்சி,71,"பயிற்சி,பயிற்சிக்,பயிற்சிகள்,பயிற்சியும்,பயிற்சிகளும்,பயிற்சிகளை,பயிற்சியின்,பயிற்சியில்,இப்பயிற்சியில்,பயிற்சியானது,பயிற்சித்,பயிற்சிகளையும்,பயிற்சியை,பயிற்சிக்கு,பயிற்சிகளில்,பயிற்சிப்,பயிற்சிக்கான,பயிற்சியாக"
மீ்,70,மீ
தேர்வு,70,"தேர்வு,தேர்வாகியுள்ளன,தேர்வில்,தேர்வும்,தேர்வின்,தேர்வுக்கான,தேர்வை"
பதிவு,70,"பதிவு,பதிவுகள்,பதிவுகளை,பதிவாகியுள்ளது,பதிவாகும்,பதிவான,பதிவானாலும்,பதிவுகளில்,பதிவுகளும்,பதிவுச்,பதிவினை"
கவனம்,70,"கவனம்,கவனத்துடன்,கவனமாக,கவனத்தில்,கவனத்திற்கு,கவனமாகவும்,கவனத்தையும்,கவனத்துக்குரியது,கவனமும்,கவனத்திற்குரியது,கவனமுள்ளவனா,கவனமாகச்,கவனமாகப்,கவனத்தைச்,கவனத்திற்கானவை,கவனமுடன்,கவனத்திற்கும்,கவனத்தைத்,கவனமாகக்"
சொந்தம்,70,"சொந்த,சொந்தமான,சொந்தமாய்க்,சொந்தமாக,சொந்தம்,சொந்தமாகும்,சொந்தக்,சொந்தமானவை,சொந்தச்,சொந்தமானது,சொந்தமாக்கும்"
பாக்டீரியா,70,"பாக்டீரியா,பாக்டீரியாக்களின்,பாக்டீரியாக்கள்,பாக்டீரியாக்களும்,பாக்டீரியாக்களே,பாக்டீரியாவால்,பாக்டீரியாவும்,பாக்டீரியாக்களை,பாக்டீரியாவை,பாக்டீரியாவிற்கு,பாக்டீரியாவின்,பாக்டீரியாவானது"
மூலிகை,70,"மூலிகையாகும்,மூலிகைகளை,மூலிகைகள்,மூலிகைத்,மூலிகைதான்,மூலிகைகளைப்பற்றி,மூலிகையைப்பற்றிய,மூலிகையின்,மூலிகையில்,மூலிகைச்,மூலிகைப்,மூலிகைக்கும்,இம்மூலிகையைச்,இம்மூலிகையைக்,மூலிகைகளின்,இம்மூலிகைகளைச்,மூலிகைகளும்,மூலிகையும்,மூலிகைகளுடன்,மூலிகைகளில்,மூலிகைகளிலும்,மூலிகையாகவும்,மூலிகைக்காக,மூலிகைகளைத்"
விளைவி,70,"விளைவிக்கும்,விளைவிக்கப்பட்ட,விளைவிக்குமே,விளைவிப்பவை,விளைவிக்கப்படும்,விளைவித்து,விளைவிக்காது,விளைவிக்கின்றன,விளைவிப்பதற்குப்,விளைவிக்கின்றது,விளைவிப்பனவையாக,விளைவிப்பவர்களுக்கோ,விளைவிக்கப்படுவதால்,விளைவிக்கப்பட்டது,விளைவிக்காமல்,விளைவிக்கப்படுவதில்லை,விளைவிக்கப்படுகிறது,விளைவிக்கப்படுகின்றது,விளைவிப்பைப்,விளைவித்தல்,விளைவிப்பது,விளைவிக்கக்கூடும்,விளைவிக்கிறது,விளைவிக்கப்பட்டு,விளைவிக்கக்கூடிய,விளைவிப்பதில்லை,விளைவித்துள்ளது,விளைவிக்கப்படுகிறார்கள்,விளைவிக்கப்படுகின்றன"
அங்கு,70,"அங்கிருந்து,அங்கேதான்,அங்கிருக்கும்,அங்கு,அங்குள்ள,அங்கேயே,அங்கெல்லாம்,அங்கேயிருந்து,அங்கும்,அங்குதான்"
குறை,69,குறையும்
எடை,69,"எடையின்,எடையை,எடையுள்ள,எடையில்,எடையுள்ளதாயிருக்கிறது,எடையையும்,எடையைவிட,எடைக்கு,எடைகொண்ட,எடையிலும்,எடையும்,எடையினை,எடையுள்ளதாக,எடையிலிருந்து,எடையா,எடையுடன்"
வரம்,69,"வரமா,வரக்,வரத்,வரம்"
தாக்கு,68,"தாக்கப்பட்டால்,தாக்குவதால்,தாக்காது,தாக்குகிறது,தாக்கிய,தாக்காவண்ணம்,தாக்கின,தாக்கக்கூடியது,தாக்குவது,தாக்காமல்,தாக்குகின்றன,தாக்குவதைப்,தாக்குவதில்லை,தாக்கிவிடும்,தாக்கப்பட்டிருக்கும்,தாக்கிவிட்டாலும்,தாக்காதவாறு,தாக்குவதாக,தாக்குவதற்கான,தாக்காவிட்டாலும்,தாக்கும்போது,தாக்குவதற்கு,தாக்கப்பட்டிருந்தால்,தாக்குவதோடு,தாக்கும்பொழுது,தாக்காதபடி"
தவிர்,68,தவிர
சாம்பல்,68,"சாம்பல்,சாம்பலைத்,சாம்பலாகப்,சாம்பலாகிய,இச்சாம்பல்,சாம்பலில்,சாம்பல்களில்,சாம்பலைக்,சாம்பலாக்கப்பட்ட"
நீளம்,68,"நீளம்,நீளமான,நீளமும்,நீளமாக,நீளப்,நீளத்தில்,நீளமுள்ள,நீளத்திற்கு,நீளமானது,நீளமுடையது,நீளத்தை,நீளத்துக்கு,நீளமாகவும்,நீளமுள்ளது"
மில்லியன்,68,"மில்லியன்,மில்லியன்களை,மில்லியனுக்கும்,மில்லியனிலிருந்து,மில்லியனிற்கு"
செல்,68,செல்லும்
காட்டு,68,"காட்டுகிறோம்,காட்டின்,காட்டுகிறது,காட்டும்,காட்டப்பட்டது,காட்டவேண்டும்,காட்டியிருக்கிறது,காட்டியவை,காட்டியபடி,காட்டப்படவில்லை,காட்டவில்லை,காட்டுவது,காட்டலை,காட்டுப்,காட்டியிருக்கும்விதம்,காட்டுகின்றனர்,காட்டப்பட்டுள்ளன,காட்டப்பட்டன,காட்டுவதில்லை,காட்டிக்கொண்டே,காட்டினர்,இக்காட்டின்,காட்டப்பட்டுள்ளது,காட்டினார்,காட்டாதீர்கள்,காட்டினேன்"
தக்காளி,67,"தக்காளிப்,தக்காளியை,தக்காளியின்,தக்காளிச்,தக்காளிகூட,தக்காளிக்குத்,தக்காளியும்,தக்காளியில்,தக்காளிக்குப்,தக்காளியினை,தக்காளியிலிருந்து,தக்காளிதான்"
ஈரப்பதம்,67,"ஈரப்பதம்,ஈரப்பதத்துடன்,ஈரப்பதத்தைக்,ஈரப்பதமுடைய,ஈரப்பதமில்லாத,ஈரப்பதமே,ஈரப்பதத்தில்,ஈரப்பதத்தையும்,ஈரப்பதமாக,ஈரப்பதத்தைப்,ஈரப்பதங்களில்,ஈரப்பதமும்,ஈரப்பதமான,ஈரப்பதத்தினை,ஈரப்பதமுள்ள"
பங்கு,67,"பங்கு,பங்கை,பங்கைக்,பங்குக்குமேல்,பங்காகக்,பங்குச்,பங்குக்குக்,பங்கினை,பங்காகும்,பங்குகளாக"
